Overall time BD (ms)	Overall time SO (ms)	Time first output SO (ms)	number of tuples	Exceptions
N/A	10.267	N/A	4	none
N/A	10.138	N/A	3	none
N/A	0.6444	N/A	1	none
N/A	0.9757	N/A	3	none
N/A	86.189	N/A	1	none
N/A	0.7948	N/A	14	none
N/A	0.9929	N/A	1	none
N/A	0.6819	N/A	1	none
N/A	71.909	N/A	1	none
N/A	1.057	N/A	1	none
N/A	0.6708	N/A	4	none
N/A	0.6816	N/A	1	none
N/A	10.228	N/A	2	none
N/A	274.825	N/A	1	none
N/A	0.8034	N/A	1	none
N/A	0.9719	N/A	1	none
N/A	0.8058	N/A	1	none
N/A	0.6809	N/A	5	none
N/A	0.9867	N/A	1	none
N/A	0.8167	N/A	2	none
N/A	0.6758	N/A	1	none
N/A	0.9115	N/A	1	none
N/A	0.8234	N/A	1	none
N/A	0.9635	N/A	1	none
N/A	322.678	N/A	1	none
N/A	280.432	N/A	1	none
N/A	0.9788	N/A	1	none
N/A	0.7784	N/A	1	none
N/A	0.684	N/A	3	none
N/A	67.139	N/A	1	none
N/A	1.763	N/A	2	none
N/A	0.7589	N/A	5	none
N/A	0.964	N/A	2	none
N/A	0.9713	N/A	3	none
N/A	0.6923	N/A	4	none
N/A	0.9142	N/A	1	none
N/A	10.036	N/A	5	none
N/A	31.208	N/A	4	none
N/A	12.106	N/A	2	none
N/A	90.186	N/A	1	none
N/A	88.566	N/A	1	none
N/A	13.394	N/A	2	none
N/A	12.504	N/A	13	none
N/A	32.611	N/A	1	none
N/A	1.255	N/A	1	none
N/A	11.635	N/A	1	none
N/A	0.9707	N/A	1	none
N/A	0.9799	N/A	1	none
N/A	18.657	N/A	1	none
N/A	77.648	N/A	1	none
N/A	89.314	N/A	1	none
N/A	12.151	N/A	2	none
N/A	16.796	N/A	1	none
N/A	86.041	N/A	1	none
N/A	10.797	N/A	1	none
N/A	19.568	N/A	3	none
N/A	0.7459	N/A	1	none
N/A	23.397	N/A	1	none
N/A	15.607	N/A	1	none
N/A	79.569	N/A	1	none
N/A	13.603	N/A	1	none
N/A	0.9904	N/A	1	none
N/A	1.02	N/A	1	none
N/A	10.666	N/A	24	none
N/A	23.661	N/A	1	none
N/A	57.028	N/A	5	none
N/A	84.158	N/A	2	none
N/A	31.534	N/A	1	none
N/A	0.9771	N/A	6	none
N/A	0.7224	N/A	2	none
N/A	0.9725	N/A	1	none
N/A	311.658	N/A	1	none
N/A	0.9662	N/A	4	none
N/A	14.853	N/A	1	none
N/A	0.6714	N/A	1	none
N/A	14.248	N/A	1	none
N/A	0.9694	N/A	2	none
N/A	84.551	N/A	1	none
N/A	1.008	N/A	4	none
N/A	23.547	N/A	2	none
N/A	10.376	N/A	4	none
N/A	10.514	N/A	3	none
N/A	330.437	N/A	1	none
N/A	10.714	N/A	1	none
N/A	147.387	N/A	1	none
N/A	41.366	N/A	11	none
N/A	0.9078	N/A	1	none
N/A	30.311	N/A	1	none
N/A	40.791	N/A	3	none
N/A	10.707	N/A	1	none
N/A	316.141	N/A	1	none
N/A	91.393	N/A	1	none
N/A	0.9465	N/A	1	none
N/A	0.828	N/A	2	none
N/A	0.7108	N/A	4	none
N/A	82.045	N/A	1	none
N/A	0.982	N/A	1	none
N/A	0.6887	N/A	1	none
N/A	0.7004	N/A	1	none
N/A	10.517	N/A	1	none
N/A	0.6851	N/A	1	none
N/A	0.6817	N/A	1	none
N/A	13.972	N/A	1	none
N/A	18.577	N/A	1	none
N/A	306.251	N/A	1	none
N/A	8.361	N/A	1	none
N/A	0.7347	N/A	2	none
N/A	0.6759	N/A	1	none
N/A	20.739	N/A	1	none
N/A	0.7634	N/A	2	none
N/A	0.814	N/A	1	none
N/A	1.32	N/A	1	none
N/A	0.6497	N/A	1	none
N/A	0.9814	N/A	2	none
N/A	2.847.155	N/A	10000	none
N/A	3.056.342	N/A	10000	none
N/A	2.600.154	N/A	10000	none
N/A	1.591.673	N/A	10000	none
N/A	3.337.041	N/A	10000	none
N/A	4.263.735	N/A	10000	none
N/A	2.068.432	N/A	10000	none
N/A	5.669.961	N/A	5180	none
N/A	2.932.361	N/A	10000	none
N/A	4.093.077	N/A	10000	none
N/A	2.547.173	N/A	10000	none
N/A	2.528.317	N/A	10000	none
N/A	5.243.186	N/A	2990	none
N/A	4.035.865	N/A	10000	none
N/A	5.269.735	N/A	1575	none
N/A	2.624.838	N/A	10000	none
N/A	2.070.127	N/A	10000	none
N/A	3.955.111	N/A	10000	none
N/A	5.267.648	N/A	4211	none
N/A	3.871.484	N/A	10000	none
N/A	2.571.061	N/A	10000	none
N/A	1.375.757	N/A	10000	none
N/A	250.429	N/A	10000	none
N/A	3.380.447	N/A	10000	none
N/A	3.765.674	N/A	10000	none
N/A	3.060.104	N/A	10000	none
N/A	2.289.632	N/A	10000	none
N/A	5.203.564	N/A	2549	none
N/A	5.206.832	N/A	2549	none
N/A	3.454.711	N/A	10000	none
N/A	2.656.443	N/A	10000	none
N/A	5.649.816	N/A	10000	none
N/A	1.440.167	N/A	10000	none
N/A	3.249.404	N/A	10000	none
N/A	4.277.763	N/A	10000	none
N/A	305.314	N/A	10000	none
N/A	5.037.221	N/A	458	none
N/A	2.537.906	N/A	10000	none
N/A	3.059.423	N/A	10000	none
N/A	5.061.487	N/A	2843	none
N/A	3.895.261	N/A	10000	none
N/A	5.035.588	N/A	246	none
N/A	1.925.812	N/A	10000	none
N/A	292.877	N/A	10000	none
N/A	5.693.902	N/A	4236	none
N/A	5.846.575	N/A	10000	none
N/A	3.354.269	N/A	10000	none
N/A	4.039.523	N/A	10000	none
N/A	2.562.401	N/A	10000	none
N/A	3.897.197	N/A	10000	none
N/A	4.003.476	N/A	10000	none
N/A	3.030.285	N/A	10000	none
N/A	5.051.495	N/A	716	none
N/A	5.743.178	N/A	8574	none
N/A	5.727.414	N/A	8574	none
N/A	3.437.386	N/A	10000	none
N/A	293.807	N/A	10000	none
N/A	2.539.827	N/A	10000	none
N/A	2.839.761	N/A	10000	none
N/A	616.714	N/A	7763	none
N/A	1.543.246	N/A	10000	none
N/A	5.531.097	N/A	3230	none
N/A	5.458.291	N/A	7270	none
N/A	2.811.365	N/A	10000	none
N/A	5.855.483	N/A	6611	none
N/A	1.966.166	N/A	10000	none
N/A	5.424.825	N/A	8029	none
N/A	2.189.888	N/A	10000	none
N/A	2.103.478	N/A	10000	none
N/A	1.930.723	N/A	10000	none
N/A	5.471.641	N/A	7361	none
N/A	3.845.735	N/A	10000	none
N/A	5.474.856	N/A	7361	none
N/A	3.822.779	N/A	10000	none
N/A	2.582.831	N/A	10000	none
N/A	2.748.691	N/A	10000	none
N/A	3.182.309	N/A	10000	none
N/A	2.272.698	N/A	10000	none
N/A	4.225.494	N/A	10000	none
N/A	3.329.195	N/A	10000	none
N/A	138.049	N/A	10000	none
N/A	537.194	N/A	8029	none
N/A	5.352.585	N/A	10000	none
N/A	3.865.295	N/A	10000	none
N/A	5.322.959	N/A	10000	none
N/A	5.465.833	N/A	7361	none
N/A	5.536.052	N/A	3230	none
N/A	3.998.533	N/A	10000	none
N/A	4.430.476	N/A	10000	none
N/A	5.901.854	N/A	6611	none
N/A	5.725.256	N/A	8574	none
N/A	3.934.793	N/A	10000	none
N/A	2.001.193	N/A	10000	none
N/A	3.347.623	N/A	10000	none
N/A	3.067.268	N/A	10000	none
N/A	4.255.835	N/A	10000	none
N/A	5.503.217	N/A	3230	none
N/A	1.980.814	N/A	10000	none
N/A	3.362.084	N/A	10000	none
N/A	2.687.176	N/A	10000	none
N/A	2.628.923	N/A	10000	none
N/A	3.949.309	N/A	10000	none
N/A	436.748	N/A	10000	none
N/A	2.024.279	N/A	10000	none
N/A	575.116	N/A	5201	none
N/A	6.153.381	N/A	7392	none
N/A	249.96	N/A	10000	none
N/A	3.416.815	N/A	10000	none
N/A	5.685.624	N/A	10000	none
N/A	5.405.685	N/A	8029	none
N/A	2.626.214	N/A	10000	none
N/A	5.890.499	N/A	6611	none
N/A	4.474.389	N/A	10000	none
N/A	1.981.459	N/A	10000	none
N/A	2.908.565	N/A	10000	none
N/A	4.037.543	N/A	10000	none
N/A	5.252.247	N/A	2990	none
N/A	5.205.067	N/A	10000	none
N/A	5.843.139	N/A	10000	none
N/A	2.776.495	N/A	10000	none
N/A	6.161.343	N/A	7763	none
N/A	3.597.935	N/A	10000	none
N/A	2.961.422	N/A	10000	none
N/A	2.519.732	N/A	10000	none
N/A	3.439.489	N/A	10000	none
N/A	1.537.029	N/A	10000	none
N/A	255.715	N/A	10000	none
N/A	2.182.091	N/A	10000	none
N/A	2.103.714	N/A	10000	none
N/A	5.032.816	N/A	2843	none
N/A	4.773.516	N/A	146	none
N/A	2.332.783	N/A	10000	none
N/A	2.072.886	N/A	10000	none
N/A	6.075.948	N/A	7929	none
N/A	3.801.827	N/A	10000	none
N/A	5.730.887	N/A	8574	none
N/A	1.913.878	N/A	10000	none
N/A	4.113.775	N/A	10000	none
N/A	5.512.275	N/A	2807	none
N/A	4.803.319	N/A	80	none
N/A	3.072.057	N/A	10000	none
N/A	2.540.292	N/A	10000	none
N/A	567.742	N/A	10000	none
N/A	1.590.527	N/A	10000	none
N/A	333.495	N/A	10000	none
N/A	5.457.539	N/A	7270	none
N/A	3.746.528	N/A	10000	none
N/A	2.579.796	N/A	10000	none
N/A	2.550.742	N/A	10000	none
N/A	4.228.918	N/A	10000	none
N/A	5.203.438	N/A	964	none
N/A	2.616.848	N/A	10000	none
N/A	4.462.658	N/A	10000	none
N/A	5.901.302	N/A	6611	none
N/A	5.133.605	N/A	1406	none
N/A	1.979.292	N/A	10000	none
N/A	2.188.516	N/A	10000	none
N/A	5.639.617	N/A	10000	none
N/A	4.423.063	N/A	10000	none
N/A	3.050.739	N/A	10000	none
N/A	2.083.549	N/A	10000	none
N/A	1.411.674	N/A	10000	none
N/A	2.506.814	N/A	10000	none
N/A	4.144.821	N/A	10000	none
N/A	254.592	N/A	10000	none
N/A	1.996.758	N/A	10000	none
N/A	5.157.277	N/A	1406	none
N/A	2.885.764	N/A	10000	none
N/A	3.431.172	N/A	10000	none
N/A	5.395.922	N/A	8029	none
N/A	3.027.196	N/A	10000	none
N/A	3.307.646	N/A	10000	none
N/A	5.109.128	N/A	774	none
N/A	2.544.021	N/A	10000	none
N/A	5.740.542	N/A	5201	none
N/A	1.793.351	N/A	10000	none
N/A	4.205.092	N/A	10000	none
N/A	5.712.825	N/A	4236	none
N/A	5.809.623	N/A	10000	none
N/A	5.700.668	N/A	5180	none
N/A	2.035.734	N/A	10000	none
N/A	3.533.429	N/A	10000	none
N/A	3.398.173	N/A	10000	none
N/A	3.389.325	N/A	10000	none
N/A	2.184.625	N/A	10000	none
N/A	4.146.001	N/A	10000	none
N/A	6.148.956	N/A	7392	none
N/A	2.048.433	N/A	10000	none
N/A	2.607.909	N/A	10000	none
N/A	2.517.373	N/A	10000	none
N/A	6.128.856	N/A	7392	none
N/A	2.060.992	N/A	10000	none
N/A	5.518.165	N/A	3230	none
N/A	1.428.709	N/A	10000	none
N/A	2.130.711	N/A	10000	none
N/A	2.937.496	N/A	10000	none
N/A	5.281.463	N/A	2823	none
N/A	2.532.472	N/A	10000	none
N/A	527.726	N/A	1792	none
N/A	4.174.065	N/A	10000	none
N/A	2.539.283	N/A	10000	none
N/A	2.943.221	N/A	10000	none
N/A	2.535.803	N/A	10000	none
N/A	1.512.263	N/A	10000	none
N/A	6.193.871	N/A	7763	none
N/A	3.390.544	N/A	10000	none
N/A	1.419.913	N/A	10000	none
N/A	2.833.342	N/A	10000	none
N/A	2.562.349	N/A	10000	none
N/A	5.550.246	N/A	3230	none
N/A	5.486.682	N/A	7361	none
N/A	3.003.642	N/A	10000	none
N/A	5.659.293	N/A	10000	none
N/A	5.004.581	N/A	1434	none
N/A	475.424	N/A	27	none
N/A	3.374.389	N/A	10000	none
N/A	2.930.502	N/A	10000	none
N/A	569.703	N/A	5180	none
N/A	544.087	N/A	7270	none
N/A	3.037.073	N/A	10000	none
N/A	1.586.969	N/A	10000	none
N/A	3.334.904	N/A	10000	none
N/A	5.732.658	N/A	5201	none
N/A	2.194.188	N/A	10000	none
N/A	5.298.885	N/A	4211	none
N/A	5.819.631	N/A	10000	none
N/A	575.858	N/A	8574	none
N/A	5.304.249	N/A	4211	none
N/A	5.300.829	N/A	4211	none
N/A	1.617.521	N/A	10000	none
N/A	214.692	N/A	10000	none
N/A	3.343.317	N/A	10000	none
N/A	4.506.549	N/A	10000	none
N/A	277.322	N/A	10000	none
N/A	2.561.352	N/A	10000	none
N/A	1.968.997	N/A	10000	none
N/A	2.795.484	N/A	10000	none
N/A	5.268.972	N/A	1664	none
N/A	1.842.242	N/A	10000	none
N/A	3.513.741	N/A	10000	none
N/A	3.051.999	N/A	10000	none
N/A	4.983.474	N/A	1434	none
N/A	5.173.894	N/A	2549	none
N/A	5.289.408	N/A	3249	none
N/A	1.534.434	N/A	10000	none
N/A	5.790.709	N/A	5165	none
N/A	5.104.222	N/A	227	none
N/A	4.064.098	N/A	10000	none
N/A	1.971.325	N/A	10000	none
N/A	5.698.047	N/A	5180	none
N/A	5.683.319	N/A	5180	none
N/A	3.337.935	N/A	10000	none
N/A	5.179.928	N/A	1784	none
N/A	2.278.427	N/A	10000	none
N/A	4.266.106	N/A	10000	none
N/A	5.294.339	N/A	4211	none
N/A	1.984.331	N/A	10000	none
N/A	3.384.758	N/A	10000	none
N/A	2.296.492	N/A	10000	none
N/A	5.109.013	N/A	1406	none
N/A	4.204.285	N/A	10000	none
N/A	4.084.358	N/A	10000	none
N/A	4.873.138	N/A	1175	none
N/A	411.497	N/A	10000	none
N/A	2.777.642	N/A	10000	none
N/A	3.781.669	N/A	10000	none
N/A	2.886.596	N/A	10000	none
N/A	5.357.821	N/A	10000	none
N/A	5.911.435	N/A	6611	none
N/A	5.420.538	N/A	7270	none
N/A	504.503	N/A	716	none
N/A	2.105.731	N/A	10000	none
N/A	3.811.541	N/A	10000	none
N/A	4.168.337	N/A	10000	none
N/A	2.589.498	N/A	10000	none
N/A	6.136.262	N/A	7763	none
N/A	1.679.022	N/A	10000	none
N/A	4.174.946	N/A	10000	none
N/A	5.441.875	N/A	7270	none
N/A	5.206.925	N/A	2549	none
N/A	569.166	N/A	4236	none
N/A	5.254.997	N/A	1792	none
N/A	5.684.428	N/A	5180	none
N/A	4.080.074	N/A	10000	none
N/A	2.578.265	N/A	10000	none
N/A	2.895.102	N/A	10000	none
N/A	2.623.123	N/A	10000	none
N/A	2.997.047	N/A	10000	none
N/A	4.148.463	N/A	10000	none
N/A	5.315.394	N/A	3249	none
N/A	5.672.898	N/A	5180	none
N/A	4.997.191	N/A	1434	none
N/A	1.784.939	N/A	10000	none
N/A	4.135.444	N/A	10000	none
N/A	3.861.758	N/A	10000	none
N/A	5.698.651	N/A	8574	none
N/A	2.535.045	N/A	10000	none
N/A	4.142.371	N/A	10000	none
N/A	2.586.311	N/A	10000	none
N/A	392.427	N/A	10000	none
N/A	5.142.931	N/A	1406	none
N/A	3.876.182	N/A	10000	none
N/A	1.992.392	N/A	10000	none
N/A	5.518.652	N/A	10000	none
N/A	5.062.726	N/A	2843	none
N/A	6.189.216	N/A	7763	none
N/A	434.552	N/A	10000	none
N/A	2.561.759	N/A	10000	none
N/A	3.926.689	N/A	10000	none
N/A	5.465.488	N/A	7361	none
N/A	5.411.497	N/A	7270	none
N/A	5.264.787	N/A	3249	none
N/A	3.394.273	N/A	10000	none
N/A	337.209	N/A	10000	none
N/A	1.552.816	N/A	10000	none
N/A	2.763.886	N/A	10000	none
N/A	2.758.944	N/A	10000	none
N/A	4.099.911	N/A	10000	none
N/A	2.686.339	N/A	10000	none
N/A	227.097	N/A	10000	none
N/A	4.282.541	N/A	10000	none
N/A	5.255.668	N/A	1575	none
N/A	5.239.609	N/A	1575	none
N/A	3.942.911	N/A	10000	none
N/A	509.191	N/A	774	none
N/A	5.395.362	N/A	7270	none
N/A	3.002.067	N/A	10000	none
N/A	1.590.116	N/A	10000	none
N/A	5.556.767	N/A	10000	none
N/A	4.375.512	N/A	10000	none
N/A	5.219.434	N/A	3640	none
N/A	196.97	N/A	10000	none
N/A	5.748.653	N/A	8574	none
N/A	2.222.907	N/A	10000	none
N/A	3.615.603	N/A	10000	none
N/A	4.049.639	N/A	10000	none
N/A	2.820.733	N/A	10000	none
N/A	2.663.811	N/A	10000	none
N/A	5.309.135	N/A	3249	none
N/A	274.104	N/A	10000	none
N/A	2.357.881	N/A	10000	none
N/A	2.077.919	N/A	10000	none
N/A	1.432.165	N/A	10000	none
N/A	5.082.018	N/A	161	none
N/A	3.409.865	N/A	10000	none
N/A	3.482.248	N/A	10000	none
N/A	2.529.562	N/A	10000	none
N/A	3.064.357	N/A	10000	none
N/A	5.303.166	N/A	1942	none
N/A	3.776.582	N/A	10000	none
N/A	2.083.818	N/A	10000	none
N/A	2.584.022	N/A	10000	none
N/A	4.332.171	N/A	10000	none
N/A	5.728.844	N/A	8574	none
N/A	2.514.883	N/A	10000	none
N/A	5.725.116	N/A	5201	none
N/A	5.438.261	N/A	10000	none
N/A	3.133.128	N/A	10000	none
N/A	3.595.648	N/A	10000	none
N/A	3.382.439	N/A	10000	none
N/A	2.954.006	N/A	10000	none
N/A	548.811	N/A	7361	none
N/A	4.080.029	N/A	10000	none
N/A	5.772.042	N/A	10000	none
N/A	291.869	N/A	10000	none
N/A	2.284.694	N/A	10000	none
N/A	3.690.958	N/A	10000	none
N/A	5.905.638	N/A	6611	none
N/A	6.184.535	N/A	7763	none
N/A	2.959.384	N/A	10000	none
N/A	6.135.733	N/A	7763	none
N/A	4.313.941	N/A	10000	none
N/A	5.514.615	N/A	3230	none
N/A	203.327	N/A	10000	none
N/A	3.595.117	N/A	10000	none
N/A	5.750.236	N/A	10000	none
N/A	1.895.904	N/A	10000	none
N/A	4.062.342	N/A	10000	none
N/A	5.455.412	N/A	7361	none
N/A	5.433.287	N/A	7361	none
N/A	2.873.038	N/A	10000	none
N/A	4.110.434	N/A	10000	none
N/A	4.027.714	N/A	10000	none
N/A	4.326.219	N/A	10000	none
N/A	5.294.962	N/A	3249	none
N/A	578.943	N/A	5165	none
N/A	5.789.269	N/A	5165	none
N/A	3.105.071	N/A	10000	none
N/A	502.931	N/A	2843	none
N/A	4.863.345	N/A	928	none
N/A	5.692.513	N/A	10000	none
N/A	6.130.929	N/A	7392	none
N/A	1.601.074	N/A	10000	none
N/A	4.171.122	N/A	10000	none
N/A	5.742.667	N/A	8574	none
N/A	4.109.725	N/A	10000	none
N/A	2.540.485	N/A	10000	none
N/A	404.924	N/A	10000	none
N/A	4.042.931	N/A	10000	none
N/A	5.042.673	N/A	487	none
N/A	3.826.364	N/A	10000	none
N/A	2.911.195	N/A	10000	none
N/A	5.484.289	N/A	7361	none
N/A	4.745.866	N/A	10000	none
N/A	3.361.609	N/A	10000	none
N/A	1.350.716	N/A	10000	none
N/A	4.016.774	N/A	10000	none
N/A	5.735.533	N/A	8574	none
N/A	4.905.898	N/A	1175	none
N/A	2.578.101	N/A	10000	none
N/A	6.118.618	N/A	7392	none
N/A	5.295.813	N/A	10000	none
N/A	2.551.609	N/A	10000	none
N/A	156.232	N/A	10000	none
N/A	5.492.591	N/A	7361	none
N/A	2.877.825	N/A	10000	none
N/A	200.053	N/A	10000	none
N/A	613.762	N/A	7763	none
N/A	2.717.011	N/A	10000	none
N/A	2.508.834	N/A	10000	none
N/A	513.947	N/A	2642	none
N/A	2.547.612	N/A	10000	none
N/A	3.189.094	N/A	10000	none
N/A	2.103.154	N/A	10000	none
N/A	6.100.231	N/A	7392	none
N/A	5.746.483	N/A	5165	none
N/A	4.442.723	N/A	10000	none
N/A	3.329.209	N/A	10000	none
N/A	2.348.285	N/A	10000	none
N/A	3.052.569	N/A	10000	none
N/A	337.649	N/A	10000	none
N/A	6.142.779	N/A	7763	none
N/A	4.208.915	N/A	10000	none
N/A	5.510.651	N/A	3230	none
N/A	579.367	N/A	10000	none
N/A	6.117.741	N/A	7392	none
N/A	3.951.433	N/A	10000	none
N/A	3.134.727	N/A	10000	none
N/A	2.563.406	N/A	10000	none
N/A	6.104.357	N/A	7392	none
N/A	3.376.934	N/A	10000	none
N/A	6.142.483	N/A	7392	none
N/A	5.479.462	N/A	7361	none
N/A	4.094.168	N/A	10000	none
N/A	587.398	N/A	10000	none
N/A	2.976.118	N/A	10000	none
N/A	2.055.338	N/A	10000	none
N/A	1.457.397	N/A	10000	none
N/A	325.696	N/A	10000	none
N/A	5.300.485	N/A	4211	none
N/A	3.048.975	N/A	10000	none
N/A	2.562.154	N/A	10000	none
N/A	3.323.364	N/A	10000	none
N/A	4.111.006	N/A	10000	none
N/A	5.875.414	N/A	10000	none
N/A	297.653	N/A	10000	none
N/A	3.081.662	N/A	10000	none
N/A	5.468.488	N/A	7361	none
N/A	3.083.434	N/A	10000	none
N/A	5.711.416	N/A	10000	none
N/A	1.587.746	N/A	10000	none
N/A	3.351.401	N/A	10000	none
N/A	3.701.571	N/A	10000	none
N/A	251.716	N/A	10000	none
N/A	3.002.904	N/A	10000	none
N/A	2.561.174	N/A	10000	none
N/A	254.73	N/A	10000	none
N/A	5.263.152	N/A	1664	none
N/A	4.323.642	N/A	10000	none
N/A	6.103.319	N/A	7392	none
N/A	3.346.541	N/A	10000	none
N/A	3.513.798	N/A	10000	none
N/A	1.576.724	N/A	10000	none
N/A	2.216.654	N/A	10000	none
N/A	512.84	N/A	774	none
N/A	4.122.567	N/A	10000	none
N/A	4.081.253	N/A	10000	none
N/A	2.562.514	N/A	10000	none
N/A	183.519	N/A	10000	none
N/A	3.312.438	N/A	10000	none
N/A	4.276.287	N/A	10000	none
N/A	3.058.909	N/A	10000	none
N/A	429.672	N/A	10000	none
N/A	5.406.925	N/A	8029	none
N/A	5.405.669	N/A	8029	none
N/A	2.559.762	N/A	10000	none
N/A	3.840.798	N/A	10000	none
N/A	2.936.046	N/A	10000	none
N/A	2.294.067	N/A	10000	none
N/A	2.933.561	N/A	10000	none
N/A	1.829.434	N/A	10000	none
N/A	6.186.994	N/A	7763	none
N/A	5.519.583	N/A	3230	none
N/A	5.242.684	N/A	1792	none
N/A	2.555.857	N/A	10000	none
N/A	2.901.892	N/A	10000	none
N/A	5.500.624	N/A	7361	none
N/A	5.713.329	N/A	5201	none
N/A	4.184.024	N/A	10000	none
N/A	3.896.947	N/A	10000	none
N/A	39.604	N/A	1	none
N/A	0.9453	N/A	1	none
N/A	0.9808	N/A	1	none
N/A	0.9857	N/A	1	none
N/A	0.9185	N/A	1	none
N/A	11.359	N/A	1	none
N/A	0.9686	N/A	2	none
N/A	0.9849	N/A	1	none
N/A	0.9596	N/A	1	none
N/A	10.589	N/A	2	none
N/A	11.846	N/A	13	none
N/A	0.9899	N/A	1	none
N/A	1.112	N/A	1	none
N/A	0.9237	N/A	1	none
N/A	0.9931	N/A	3	none
N/A	0.947	N/A	1	none
N/A	10.292	N/A	1	none
N/A	0.9266	N/A	1	none
N/A	0.8824	N/A	1	none
N/A	0.9484	N/A	2	none
N/A	12.044	N/A	4	none
N/A	0.994	N/A	1	none
N/A	1.05	N/A	10	none
N/A	0.9566	N/A	1	none
N/A	10.075	N/A	5	none
N/A	10.822	N/A	1	none
N/A	0.9455	N/A	1	none
N/A	11.128	N/A	3	none
N/A	0.9894	N/A	1	none
N/A	0.9657	N/A	1	none
N/A	10.729	N/A	1	none
N/A	10.793	N/A	2	none
N/A	0.9654	N/A	2	none
N/A	0.9387	N/A	1	none
N/A	10.422	N/A	2	none
N/A	10.039	N/A	1	none
N/A	0.9265	N/A	3	none
N/A	10.115	N/A	4	none
N/A	10.381	N/A	2	none
N/A	0.9495	N/A	1	none
N/A	0.9139	N/A	1	none
N/A	0.9336	N/A	1	none
N/A	12.035	N/A	3	none
N/A	0.9847	N/A	2	none
N/A	11.296	N/A	3	none
N/A	10.617	N/A	1	none
N/A	0.9347	N/A	1	none
N/A	0.9418	N/A	1	none
N/A	10.687	N/A	1	none
N/A	11.915	N/A	1	none
N/A	10.829	N/A	1	none
N/A	10.254	N/A	2	none
N/A	10.488	N/A	2	none
N/A	12.144	N/A	11	none
N/A	10.067	N/A	1	none
N/A	12.357	N/A	34	none
N/A	0.9308	N/A	1	none
N/A	0.9037	N/A	1	none
N/A	0.9987	N/A	2	none
N/A	0.9993	N/A	1	none
N/A	0.93	N/A	1	none
N/A	0.9404	N/A	1	none
N/A	0.9586	N/A	4	none
N/A	0.9934	N/A	3	none
N/A	0.965	N/A	1	none
N/A	0.9606	N/A	1	none
N/A	0.9006	N/A	1	none
N/A	0.9996	N/A	1	none
N/A	0.9862	N/A	3	none
N/A	12.378	N/A	2	none
N/A	10.796	N/A	2	none
N/A	0.9329	N/A	3	none
N/A	0.9883	N/A	4	none
N/A	0.9951	N/A	1	none
N/A	13.616	N/A	20	none
N/A	0.8753	N/A	1	none
N/A	0.966	N/A	1	none
N/A	0.9278	N/A	1	none
N/A	0.9222	N/A	3	none
N/A	0.9792	N/A	4	none
N/A	0.9268	N/A	1	none
N/A	10.791	N/A	1	none
N/A	10.993	N/A	1	none
N/A	14.157	N/A	13	none
N/A	10.698	N/A	1	none
N/A	0.9804	N/A	1	none
N/A	0.9716	N/A	4	none
N/A	10.063	N/A	1	none
N/A	10.424	N/A	2	none
N/A	1.149	N/A	1	none
N/A	0.977	N/A	1	none
N/A	0.9467	N/A	4	none
N/A	0.9694	N/A	1	none
N/A	0.9502	N/A	2	none
N/A	0.9254	N/A	1	none
N/A	0.9719	N/A	3	none
N/A	10.026	N/A	1	none
N/A	0.9261	N/A	5	none
N/A	0.9008	N/A	1	none
N/A	0.9396	N/A	1	none
N/A	0.9288	N/A	1	none
N/A	0.9364	N/A	4	none
N/A	0.9488	N/A	1	none
N/A	15.019	N/A	46	none
N/A	0.9161	N/A	1	none
N/A	10.322	N/A	2	none
N/A	0.9978	N/A	1	none
N/A	0.9622	N/A	4	none
N/A	0.9762	N/A	1	none
N/A	0.9596	N/A	1	none
N/A	0.945	N/A	1	none
N/A	0.9896	N/A	1	none
N/A	12.576	N/A	1	none
N/A	14.644	N/A	44	none
N/A	0.9814	N/A	1	none
N/A	0.9956	N/A	1	none
N/A	0.9902	N/A	1	none
N/A	10.898	N/A	3	none
N/A	0.9505	N/A	1	none
N/A	0.9587	N/A	1	none
N/A	0.8885	N/A	1	none
N/A	0.9796	N/A	1	none
N/A	19.452	N/A	75	none
N/A	0.8863	N/A	3	none
N/A	0.9761	N/A	1	none
N/A	10.452	N/A	2	none
N/A	0.87	N/A	1	none
N/A	16.528	N/A	5	none
N/A	10.878	N/A	4	none
N/A	0.8828	N/A	1	none
N/A	0.9301	N/A	1	none
N/A	0.9578	N/A	1	none
N/A	0.8891	N/A	1	none
N/A	10.159	N/A	2	none
N/A	10.107	N/A	2	none
N/A	0.8838	N/A	1	none
N/A	0.9013	N/A	1	none
N/A	0.8996	N/A	3	none
N/A	0.8648	N/A	1	none
N/A	0.8996	N/A	1	none
N/A	10.686	N/A	2	none
N/A	0.9701	N/A	5	none
N/A	0.9751	N/A	1	none
N/A	0.9369	N/A	1	none
N/A	0.8187	N/A	1	none
N/A	0.9393	N/A	4	none
N/A	0.9176	N/A	1	none
N/A	13.742	N/A	58	none
N/A	0.9989	N/A	1	none
N/A	0.9693	N/A	2	none
N/A	0.9734	N/A	1	none
N/A	0.8981	N/A	1	none
N/A	0.8658	N/A	1	none
N/A	0.9227	N/A	1	none
N/A	0.9157	N/A	1	none
N/A	0.9146	N/A	4	none
N/A	0.9299	N/A	1	none
N/A	0.8775	N/A	4	none
N/A	1.018	N/A	1	none
N/A	0.9089	N/A	1	none
N/A	10.211	N/A	6	none
N/A	11.991	N/A	3	none
